filePath,lineNumber,text,classification
DeepBank1.1/21817018,313,"nw/wsj/18/wsj_1817.parse 17 3 gold start-v 55.1-1 Process_start start.01 null ----- 0:1-ARG1=Theme;Event 3:0-rel 4:1-ARGM-TMP 
",Process_start
DeepBank1.1/21817019,347,"nw/wsj/18/wsj_1817.parse 18 6 gold wear-v 41.3.1 Wearing wear.01 null ----- 0:1*5:1-ARG0=Agent;Wearer 6:0-rel 7:1-ARG1=Theme;Clothing 
",Wearing
DeepBank1.1/21817020,317,"nw/wsj/18/wsj_1817.parse 19 9 gold compare-v 22.2-2 Evaluative_comparison compare.01 null ----- 0:2-ARG0=Agent 9:0-rel 10:1-ARG1=Patient 11:1-ARG2=Co-Patient 
",Evaluative_comparison
DeepBank1.1/21817023,494,"nw/wsj/18/wsj_1817.parse 22 11 gold release-v 80-1 Releasing release.01 null ----- 4:2-ARG0=Cause 9:0-ARGM-MOD 11:0-rel 12:2-ARG1=Theme 16:1-ARGM-ADV 
",Releasing
DeepBank1.1/21817024,452,"nw/wsj/18/wsj_1817.parse 23 11 gold collect-v 13.5.2 Gathering_up collect.01 null ----- 0:1*10:1-ARG0=Agent 11:0-rel 12:1-ARG1=Theme 13:1-ARG2=Source 19:2-ARGM-PRP 
",Gathering_up
DeepBank1.1/21817025,214,"nw/wsj/18/wsj_1817.parse 24 8 gold crash-v 18.4-1 Impact crash.01 1 ----- 5:1-ARG1=Theme;Impactor 6:1-ARGM-DIS 7:0-ARGM-MOD 8:0-rel 9:1-ARGM-DIR 11:1-ARGM-TMP 
",Impact
DeepBank1.1/21817028,234,"nw/wsj/18/wsj_1817.parse 27 3 gold continue-v 55.3 Activity_ongoing continue.01 null ----- 0:1-ARG0 3:0-rel 4:2-ARG1 
",Activity_ongoing
DeepBank1.1/21817029,330,"nw/wsj/18/wsj_1817.parse 28 16 gold begin-v 55.1-1 Activity_start begin.01 null ----- 16:0-rel 17:2-ARG1=Theme;Activity 21:1-ARGM-TMP 
",Activity_start
DeepBank1.1/21817030,304,"nw/wsj/18/wsj_1817.parse 29 2 gold send-v 11.1-1 Sending send.01 null ----- 0:1-ARG0=Agent;Sender 2:0-rel 3:1-ARGM-DIR 4:2-ARG1=Theme;Theme 14:1-ARGM-TMP 
",Sending
DeepBank1.1/21817031,317,"nw/wsj/18/wsj_1817.parse 30 4 gold plan-v 62 Purpose plan.01 null ----- 0:1-ARGM-TMP 3:1*5:1-ARG0=Experiencer;Agent 4:0-rel 5:2-ARG1 
",Purpose
DeepBank1.1/21817032,488,"nw/wsj/18/wsj_1817.parse 31 7 gold try-v 61 Attempt try.01 null ----- 0:1-ARGM-TMP 3:1*8:1-ARG0=Agent 6:0-ARGM-MOD 7:0-rel 8:2-ARG1=Theme 
",Attempt
DeepBank1.1/21817033,475,"nw/wsj/18/wsj_1817.parse 32 23 gold see-v 30.1-1 Perception_experience see.01 null ----- 13:1*20:1*21:1-ARG0=Experiencer;Perceiver_passive 23:0-rel 24:2-ARG1=Stimulus;Phenomenon 13:1*20:1-LINK-PSV 
",Perception_experience
DeepBank1.1/21817035,409,"nw/wsj/18/wsj_1817.parse 34 18 gold tumble-v 45.6-1 Change_position_on_a_scale tumble.01 1 ----- 0:1-ARGM-TMP 3:2-ARG1=Patient;Item 17:0-ARGM-MOD 18:0-rel 19:1-ARGM-DIR 20:1-ARG4 
",Change_position_on_a_scale
DeepBank1.1/21818002,489,"nw/wsj/18/wsj_1818.parse 1 18 gold help-v 72-1 Assistance help.01 null ----- 0:2*16:1-ARG0=Agent;Helper 18:0-rel 19:1-ARG1=Theme;Goal/Focal_entity 
",Assistance
DeepBank1.1/21818003,295,"nw/wsj/18/wsj_1818.parse 2 5 gold see-v 30.1-1 Perception_experience see.01 null ----- 0:1*3:1*6:1-ARG1=Stimulus;Phenomenon 4:1-ARG0=Experiencer;Perceiver_passive 5:0-rel 7:1-ARGM-TMP 0:1*3:1-LINK-SLC 
",Perception_experience
DeepBank1.1/21818004,310,"nw/wsj/18/wsj_1818.parse 3 7 gold complain-v 37.8 Statement complain.01 null ----- 3:2-ARG0=Agent;Speaker 7:0-rel 8:1-ARGM-MNR 9:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/21820004,80,"nw/wsj/18/wsj_1820.parse 3 3 gold comment-v 37.11-1-1 Statement comment.01 1 ----- 0:1-ARG0=Agent;Speaker 2:0-ARGM-MOD 3:0-rel 
",Statement
DeepBank1.1/21820006,371,"nw/wsj/18/wsj_1820.parse 5 4 gold face-v 98 Confronting_problem face.01 null ----- 0:1-ARG0 3:0-ARGM-MOD 4:0-rel 5:2-ARG1 
",Confronting_problem
DeepBank1.1/21820010,393,"nw/wsj/18/wsj_1820.parse 9 8 gold receive-v 13.5.2 Receiving receive.01 null ----- 0:1-ARGM-TMP 4:1-ARG0=Agent;Donor 6:0-ARGM-MOD 7:1-ARGM-DIS 8:0-rel 9:3-ARG1=Theme;Theme 
",Receiving
DeepBank1.1/21820015,566,"nw/wsj/18/wsj_1820.parse 14 16 gold lead-v 59 Causation lead.03 null ----- 13:1-ARG0=Agent 15:0-ARGM-MOD 16:0-rel 17:1-ARG2=Result 25:2-ARGM-PRD 
",Causation
DeepBank1.1/21820018,450,"nw/wsj/18/wsj_1820.parse 17 14 gold propose-v 37.7-1 Statement propose.01 null ----- 7:1*11:1*12:1-ARG0=Agent;Speaker 14:0-rel 15:1-ARG1=Topic;Message 19:1-ARGM-TMP 7:1*11:1-LINK-SLC 
",Statement
DeepBank1.1/21821002,94,"nw/wsj/18/wsj_1821.parse 1 4 gold disclose-v 37.7 Reveal_secret disclose.01 null ----- 0:1*5:1-ARG1=Topic;Information 3:0-ARGM-NEG 4:0-rel 
",Reveal_secret
DeepBank1.1/21821003,557,"nw/wsj/18/wsj_1821.parse 2 6 gold estimate-v 54.4 Estimating estimate.01 1 ----- 0:1-ARG0=Agent 5:1-ARGM-TMP 6:0-rel 7:2;21:1-ARG1=Theme 11:1-ARG2=Value 
",Estimating
DeepBank1.1/21821004,272,"nw/wsj/18/wsj_1821.parse 3 5 gold acquire-v 13.5.2-1 Getting acquire.01 null ----- 0:1-ARGM-DIS 3:1-ARG0=Agent;Recipient 4:0-ARGM-MOD 5:0-rel 6:2-ARG1=Theme;Theme 
",Getting
DeepBank1.1/21822002,322,"nw/wsj/18/wsj_1822.parse 1 3 gold seethe-v 31.3-8 Emotion_heat seethe.01 1 ----- 0:1-ARG0=Experiencer 3:0-rel 4:1-ARG2=Stimulus 
",Emotion_heat
DeepBank1.1/21822003,740,"nw/wsj/18/wsj_1822.parse 2 28 gold drive-v 51.4.2 Operate_vehicle drive.02 null ----- 28:0-rel 29:0-ARG0=Agent;Driver 30:1-ARG1=Theme;Vehicle 
",Operate_vehicle
DeepBank1.1/21822004,249,"nw/wsj/18/wsj_1822.parse 3 7 gold start-v 55.1-1 Activity_start start.01 null ----- 0:1-ARGM-DIS 2:1*8:1-ARG0=Agent;Agent 6:1-ARGM-TMP 7:0-rel 8:2-ARG1=Theme;Activity 
",Activity_start
DeepBank1.1/21822007,519,"nw/wsj/18/wsj_1822.parse 6 17 gold sell-v 13.1-1 Commerce_sell sell.01 null ----- 15:1*18:1-ARG1=Theme;Goods 17:0-rel 19:1-ARG3 26:1-ARGM-ADV 
",Commerce_sell
DeepBank1.1/21822009,315,"nw/wsj/18/wsj_1822.parse 8 7 gold kill-v 42.1-1 Killing kill.01 null ----- 0:2-ARG0=Agent;Killer/Cause 6:0-ARGM-MOD 7:0-rel 8:1-ARG1=Patient;Victim 
",Killing
DeepBank1.1/21822011,533,"nw/wsj/18/wsj_1822.parse 10 2 gold see-v 30.1-1 Perception_experience see.01 null ----- 1:1-ARG0=Experiencer;Perceiver_passive 2:0-rel 3:1-ARG1=Stimulus;Phenomenon 4:1-ARGM-LOC 
",Perception_experience
DeepBank1.1/21822012,425,"nw/wsj/18/wsj_1822.parse 11 11 gold make-v 26.1-1 Intentionally_create make.01 null ----- 9:1-ARG0=Agent;Creator 11:0-rel 12:1-ARG1=Product;Created_entity 
",Intentionally_create
DeepBank1.1/21822013,339,"nw/wsj/18/wsj_1822.parse 12 4 gold estimate-v 54.4 Estimating estimate.01 1 ----- 2:1-ARG0=Agent 4:0-rel 0:2-ARG1-DSP=Theme 
",Estimating
DeepBank1.1/21822015,548,"nw/wsj/18/wsj_1822.parse 14 11 gold eliminate-v 10.1 Removing eliminate.01 null ----- 0:2-ARG0=Agent;Agent/Cause 10:0-ARGM-MOD 11:0-rel 12:2-ARG1=Theme;Theme 
",Removing
DeepBank1.1/21822016,726,"nw/wsj/18/wsj_1822.parse 15 6 gold post-v 11.1 Sending post.01 null ----- 4:1-ARG0=Agent;Sender 6:0-rel 7:2-ARG1=Theme;Theme 
",Sending
DeepBank1.1/21822020,552,"nw/wsj/18/wsj_1822.parse 19 3 gold lead-v 51.7 Cotheme lead.02 null ----- 0:1*4:1-ARG1=Theme;Cotheme 3:0-rel 5:1-ARG0=Agent;Theme 0:1*4:1-LINK-PSV 
",Cotheme
DeepBank1.1/21822023,560,"nw/wsj/18/wsj_1822.parse 22 20 gold give-v 13.1-1 Giving give.01 null ----- 7:1-ARG0=Agent;Donor 17:1-ARGM-ADV 20:0-rel 21:1-ARG2=Recipient;Recipient 22:2-ARG1=Theme;Theme 
",Giving
DeepBank1.1/21822025,599,"nw/wsj/18/wsj_1822.parse 24 10 gold give-v 13.1-1 Giving give.01 null ----- 1:2*8:1-ARG0=Agent;Donor 7:0-ARGM-MOD 10:0,17:1-rel 11:2-ARG1=Theme;Theme 
",Giving
DeepBank1.1/21822028,648,"nw/wsj/18/wsj_1822.parse 27 7 gold make-v 29.3 Causation make.02 null ----- 0:2-ARG0=Agent 6:0-ARGM-MOD 7:0-rel 8:2-ARG1=Theme 
",Causation
DeepBank1.1/21822029,219,"nw/wsj/18/wsj_1822.parse 28 4 gold declare-v 37.7-1 Statement declare.02 null ----- 0:1-ARG0=Agent;Speaker 2:0-ARGM-MOD 3:1-ARGM-TMP 4:0-rel 5:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/21822030,226,"nw/wsj/18/wsj_1822.parse 29 5 gold deny-v 29.5-1 Statement deny.01 null ----- 0:1-ARG0=Agent;Speaker 3:0-ARGM-MOD 4:1-ARGM-ADV 5:0-rel 6:1-ARG1=Predicate;Message 8:1-ARGM-TMP 
",Statement
DeepBank1.1/21822033,423,"nw/wsj/18/wsj_1822.parse 32 2 gold estimate-v 54.4 Estimating estimate.01 1 ----- 0:1-ARG0=Agent 2:0-rel 3:1-ARG1=Theme 
",Estimating
DeepBank1.1/21822036,212,"nw/wsj/18/wsj_1822.parse 35 8 gold make-v 29.3 Causation make.02 null ----- 6:1-ARG0=Agent 7:0-ARGM-MOD 8:0-rel 9:2-ARG1=Theme 
",Causation
DeepBank1.1/21822037,207,"nw/wsj/18/wsj_1822.parse 36 9 gold make-v 29.3 Cause_change make.02 null ----- 5:1*7:1*8:1-ARG0=Agent 9:0-rel 10:2-ARG1=Theme 5:1*7:1-LINK-SLC 
",Cause_change
DeepBank1.1/21824003,375,"nw/wsj/18/wsj_1824.parse 2 3 gold make-v 29.3 Causation make.02 null ----- 0:1-ARG0=Agent 2:1-ARGM-TMP 3:0-rel 4:2-ARG1=Theme 
",Causation
DeepBank1.1/21824004,259,"nw/wsj/18/wsj_1824.parse 3 13 gold provide-v 13.4.1-2 Supply provide.01 null ----- 3:2*11:1-ARG0=Agent 13:0-rel 14:1-ARG1=Theme 
",Supply
DeepBank1.1/21824010,260,"nw/wsj/18/wsj_1824.parse 9 6 gold attempt-v 61 Attempt attempt.01 null ----- 0:1*8:1-ARG0=Agent 4:0-ARGM-NEG 5:1-ARGM-DIS 6:0-rel 7:1-ARGM-TMP 8:2-ARG1=Theme 
",Attempt
DeepBank1.1/21824012,235,"nw/wsj/18/wsj_1824.parse 11 12 gold add-v 22.1-2 Statement add.02 null ----- 3:1*10:1-ARG0=Agent 8:1*9:1-ARGM-MNR 12:0-rel 13:1-ARG1=Patient 3:1*10:1-LINK-PRO 8:1*9:1-LINK-SLC 
",Statement
DeepBank1.1/21824013,381,"nw/wsj/18/wsj_1824.parse 12 3 gold add-v 22.1-2 Statement add.02 null ----- 0:1*4:1-ARG1=Patient 1:0-ARGM-MOD 3:0-rel 5:1-ARG2=Co-Patient 
",Statement
DeepBank1.1/21824014,368,"nw/wsj/18/wsj_1824.parse 13 7 gold add-v 22.1-2 Statement add.02 null ----- 0:1-ARGM-DIS 3:1*8:1-ARG1=Patient 5:0-ARGM-MOD 7:0-rel 9:1-ARG2=Co-Patient 
",Statement
DeepBank1.1/21824015,339,"nw/wsj/18/wsj_1824.parse 14 12 gold spread-v 9.7-1 Dispersal spread.01 null ----- 4:1*9:1*10:1*13:1-ARG1=Theme 12:0-rel 14:1-ARGM-PRD 4:1*9:1-LINK-SLC 
",Dispersal
DeepBank1.1/21824020,226,"nw/wsj/18/wsj_1824.parse 19 3 gold make-v 29.3 Causation make.02 null ----- 1:1-ARG0=Agent 2:1-ARGM-ADV 3:0-rel 4:2-ARG1=Theme 8:2-ARGM-TMP 
",Causation
DeepBank1.1/21824022,231,"nw/wsj/18/wsj_1824.parse 21 7 gold cook-v 26.1 Apply_heat cook.01 1 ----- 0:2*6:1-ARG0=Agent 7:0-rel 8:1-ARG1=Product 0:2*6:1-LINK-PRO 
",Apply_heat
DeepBank1.1/21824023,469,"nw/wsj/18/wsj_1824.parse 22 11 gold send-v 11.1-1 Sending send.01 null ----- 0:2*7:1*8:1*12:1-ARG1=Theme;Theme 9:0-ARGM-MOD 11:0-rel 13:1-ARG2=Destination;Goal/Recipient 0:2*7:1-LINK-SLC 
",Sending
DeepBank1.1/21824027,546,"nw/wsj/18/wsj_1824.parse 26 7 gold make-v 29.3 Causation make.02 null ----- 5:0-ARGM-MOD 7:0-rel 8:2-ARG1=Theme 
",Causation
DeepBank1.1/21824030,209,"nw/wsj/18/wsj_1824.parse 29 2 gold plan-v 62 Purpose plan.01 null ----- 0:1*3:1-ARG0=Experiencer;Agent 2:0-rel 3:2-ARG1 
",Purpose
DeepBank1.1/21824034,469,"nw/wsj/18/wsj_1824.parse 33 8 gold begin-v 55.1-1 Activity_start begin.01 null ----- 0:1-ARGM-TMP 4:2,9:2-ARG1=Theme;Activity 8:0-rel 
",Activity_start
DeepBank1.1/21824035,275,"nw/wsj/18/wsj_1824.parse 34 3 gold fly-v 11.5-1 Bringing fly.01 null ----- 0:1-ARG0=Agent 3:0-rel 4:2*12:1-ARG1=Theme 12:2-ARGM-PRP 
",Bringing
DeepBank1.1/21824039,752,"nw/wsj/18/wsj_1824.parse 38 18 gold assist-v 72-1 Assistance assist.01 1 ----- 0:1-ARGM-DIS 3:2-ARG0=Agent;Helper 18:0-rel 19:1-ARG2=Theme;Goal/Focal_entity 
",Assistance
DeepBank1.1/21824040,845,"nw/wsj/18/wsj_1824.parse 39 2 gold help-v 72-1 Assistance help.01 null ----- 0:1*9:1-ARG0=Agent;Helper 2:0-rel 3:2-ARG2=Beneficiary;Benefited_party 7:1-ARG1=Theme;Goal/Focal_entity 
",Assistance
DeepBank1.1/21824041,534,"nw/wsj/18/wsj_1824.parse 40 8 gold help-v 72-1 Assistance help.01 null ----- 0:1-ARGM-LOC 4:1*9:1-ARG2=Beneficiary;Benefited_party 6:0-ARGM-MOD 8:0-rel 10:1-ARG1=Theme;Goal/Focal_entity 
",Assistance
DeepBank1.1/21824042,355,"nw/wsj/18/wsj_1824.parse 41 4 gold promise-v 13.3 Commitment promise.01 null ----- 0:0-ARGM-DIS 1:1*5:1-ARG0=Agent 4:0-rel 5:2-ARG2=Theme 
",Commitment
DeepBank1.1/21824048,235,"nw/wsj/18/wsj_1824.parse 47 8 gold complete-v 55.2 Activity_finish complete.01 null ----- 0:2*9:1-ARG1=Theme 8:0-rel 
",Activity_finish
DeepBank1.1/21824050,182,"nw/wsj/18/wsj_1824.parse 49 6 gold complete-v 55.2 Activity_finish complete.01 null ----- 0:1-ARG0=Agent 6:0-rel 7:2-ARG1=Theme 
",Activity_finish
DeepBank1.1/21825003,482,"nw/wsj/18/wsj_1825.parse 2 16 gold estimate-v 54.4 Estimating estimate.01 1 ----- 14:1-ARG0=Agent 16:0-rel 17:1-ARG1=Theme 19:1-ARG2=Value 
",Estimating
DeepBank1.1/21825004,127,"nw/wsj/18/wsj_1825.parse 3 2 gold swell-v 45.5 Change_position_on_a_scale swell.01 1 ----- 0:1-ARG1=Patient 2:0-rel 3:1-ARG2 
",Change_position_on_a_scale
DeepBank1.1/21825008,184,"nw/wsj/18/wsj_1825.parse 7 3 gold see-v 30.1-1 Perception_experience see.01 3 ----- 0:1-ARG0=Experiencer;Perceiver_passive 2:0-ARGM-MOD 3:0-rel 4:2-ARG1=Stimulus;Phenomenon 
",Perception_experience
DeepBank1.1/21825010,347,"nw/wsj/18/wsj_1825.parse 9 4 gold help-v 72-1 Assistance help.01 1 ----- 0:1-ARG0=Agent;Helper 3:0-ARGM-MOD 4:0-rel 5:1-ARG2=Beneficiary;Benefited_party 6:2-ARG1=Theme;Goal/Focal_entity 
",Assistance
DeepBank1.1/21825014,145,"nw/wsj/18/wsj_1825.parse 13 2 gold cost-v 54.2 Expensiveness cost.01 1 ----- 0:1-ARG1=Theme;Goods 2:0-rel 3:1-ARG2=Value;Asset 5:1-ARGM-TMP 
",Expensiveness
DeepBank1.1/21825017,388,"nw/wsj/18/wsj_1825.parse 16 2 gold estimate-v 54.4 Estimating estimate.01 1 ----- 2:0-rel 3:1-ARG1=Theme 
",Estimating
DeepBank1.1/21825022,91,"nw/wsj/18/wsj_1825.parse 21 2 gold continue-v 55.3 Activity_ongoing continue.01 1 ----- 0:1-ARG0 2:0-rel 3:2-ARG1 
",Activity_ongoing
DeepBank1.1/21825024,121,"nw/wsj/18/wsj_1825.parse 23 1 gold move-v 45.6-1 Change_position_on_a_scale move.01 null ----- 0:1-ARG1 1:0-rel 
",Change_position_on_a_scale
DeepBank1.1/21825028,257,"nw/wsj/18/wsj_1825.parse 27 11 gold record-v 25.4 Recording record.01 null ----- 11:0-rel 12:0-ARG1=Theme 
",Recording
DeepBank1.1/21825029,382,"nw/wsj/18/wsj_1825.parse 28 5 gold begin-v 55.1-1 Activity_start begin.01 2 ----- 0:2-ARG2=Instrument 5:0-rel 6:1-ARG1=Theme;Activity 13:1-ARGM-TMP 14:1-ARGM-LOC 
",Activity_start
DeepBank1.1/21825031,232,"nw/wsj/18/wsj_1825.parse 30 1 gold give-v 13.1-1 Giving give.01 1 ----- 0:1-ARG0=Agent;Donor 1:0-rel 4:1-ARGM-MNR 
",Giving
DeepBank1.1/21825032,482,"nw/wsj/18/wsj_1825.parse 31 9 gold donate-v 13.2-1-1 Giving donate.01 1 ----- 7:1-ARG0=Agent;Donor 9:0-rel 10:1-ARG2=Recipient;Recipient 16:1-ARGM-PNC 
",Giving
DeepBank1.1/21825036,150,"nw/wsj/18/wsj_1825.parse 35 5 gold continue-v 55.3 Process_continue continue.01 1 ----- 0:0-ARGM-DIS 1:1-ARG1 3:0-ARGM-MOD 4:0-ARGM-NEG 5:0-rel 6:1-ARGM-TMP 
",Process_continue
DeepBank1.1/21825044,330,"nw/wsj/18/wsj_1825.parse 43 4 gold estimate-v 54.4 Estimating estimate.01 1 ----- 0:1-ARG0=Agent 4:0-rel 5:1-ARG1=Theme 
",Estimating
DeepBank1.1/21825046,332,"nw/wsj/18/wsj_1825.parse 45 1 gold promise-v 13.3 Commitment promise.01 1 ----- 0:1-ARG0=Agent 1:0-rel 2:1-ARG2=Theme 8:1-ARGM-MNR 
",Commitment
DeepBank1.1/21825047,354,"nw/wsj/18/wsj_1825.parse 46 13 gold deliver-v 11.1 Delivery deliver.01 5 ----- 0:0-ARGM-DIS 2:1-ARGM-CAU 9:2-ARG0=Agent 12:0-ARGM-MOD 13:0-rel 14:1-ARG1=Theme 15:1-ARGM-TMP 
",Delivery
DeepBank1.1/21825051,397,"nw/wsj/18/wsj_1825.parse 50 2 gold hire-v 13.5.1 Hiring hire.01 1 ----- 0:1-ARG0=Agent;Employer 2:0-rel 3:3;12:4-ARG1=Theme;Employee 7:1-ARGM-TMP 
",Hiring
DeepBank1.1/21825053,323,"nw/wsj/18/wsj_1825.parse 52 9 gold bring-v 11.3-1 Bringing bring.01 1 ----- 0:2*10:1-ARG1=Theme 9:0-rel 11:1-ARG2=Destination 14:1-ARG0=Instrument 
",Bringing
DeepBank1.1/21825055,287,"nw/wsj/18/wsj_1825.parse 54 3 gold plan-v 62 Purpose plan.01 2 ----- 1:1*4:1-ARG1 3:0-rel 5:1-ARG3 1:1*4:1-LINK-PSV 
",Purpose
DeepBank1.1/21826002,649,"nw/wsj/18/wsj_1826.parse 1 2 gold ask-v 37.1.2 Questioning ask.01 null ----- 1:1-ARG0=Agent;Speaker 2:0-rel 4:1-ARG1=Topic;Message 
",Questioning
DeepBank1.1/21826004,354,"nw/wsj/18/wsj_1826.parse 3 9 gold wear-v 41.3.1 Wearing wear.01 null ----- 0:1*3:1-ARG0=Agent;Wearer 0:2-ARGM-PRD 9:0-rel 10:2-ARG1=Theme;Clothing 
",Wearing
DeepBank1.1/21826007,251,"nw/wsj/18/wsj_1826.parse 6 6 gold plan-v 62 Purpose plan.01 null ----- 0:3-ARG0=Experiencer;Agent 6:0-rel 7:2-ARG1 
",Purpose
DeepBank1.1/21826011,254,"nw/wsj/18/wsj_1826.parse 10 1 gold tell-v 37.2-1 Telling tell.01 null ----- 0:1-ARG0=Agent;Speaker 1:0-rel 2:1-ARG1=Topic;Message 3:1-ARG2=Recipient;Addressee 
",Telling
DeepBank1.1/21826013,314,"nw/wsj/18/wsj_1826.parse 12 8 gold write-v 37.7 Statement write.01 null ----- 0:2-ARG0 8:0-rel 11:2-ARG1 
",Statement
DeepBank1.1/21826016,366,"nw/wsj/18/wsj_1826.parse 15 7 gold live-v 46 Residence live.01 null ----- 0:1-ARG0=Theme;Resident 7:0-rel 8:1-ARGM-LOC 
",Residence
DeepBank1.1/21826021,452,"nw/wsj/18/wsj_1826.parse 20 2 gold hate-v 31.2-1 Experiencer_obj hate.01 1 ----- 1:1*3:1-ARG0=Experiencer 2:0-rel 3:2-ARG1=Attribute 
",Experiencer_obj
DeepBank1.1/21829002,725,"nw/wsj/18/wsj_1829.parse 1 13 gold shake-v 47.3 Cause_to_move_in_place shake.01 null ----- 8:1*11:1*12:1-ARG0=Agent;Agent/Cause 13:0-rel 14:2-ARG1=Theme;Theme/Bodypart_of_agent 8:1*11:1-LINK-SLC 
",Cause_to_move_in_place
DeepBank1.1/21829006,241,"nw/wsj/18/wsj_1829.parse 5 11 gold shake-v 40.6 Cause_to_move_in_place shake.01 null ----- 10:1-ARG0=Stimulus 11:0,13:1-rel 12:1-ARG1=Experiencer 14:1-ARGM-MNR 
",Cause_to_move_in_place
DeepBank1.1/21829019,266,"nw/wsj/18/wsj_1829.parse 18 9 gold ruin-v 44 Bungling ruin.01 1 ----- 0:2-ARG0=Agent 8:0-ARGM-MOD 9:0-rel 10:2-ARG1=Patient 
",Bungling
DeepBank1.1/21829020,483,"nw/wsj/18/wsj_1829.parse 19 7 gold happen-v 48.3 Event happen.01 null ----- 3:1*4:1-ARG1=Theme;Event 5:0-ARGM-MOD 7:0-rel 8:1-ARG2 
",Event
DeepBank1.1/21829023,455,"nw/wsj/18/wsj_1829.parse 22 24 gold hit-v 18.4 Experience_bodily_harm hit.01 null ----- 14:2*21:1*22:1*25:1-ARG1=Location 24:0-rel 26:1-ARG2=Theme 14:2*21:1-LINK-SLC 
",Experience_bodily_harm
DeepBank1.1/21829030,197,"nw/wsj/18/wsj_1829.parse 29 6 gold help-v 72-1 Assistance help.01 null ----- 0:1*4:1-ARG0=Agent;Helper 6:0-rel 7:1-ARG2=Beneficiary;Benefited_party 8:1-ARG1=Theme;Goal/Focal_entity 
",Assistance
DeepBank1.1/21829038,541,"nw/wsj/18/wsj_1829.parse 37 5 gold need-v 32.1-1-1 Needing need.01 null ----- 0:1*8:1-ARG0=Pivot 5:0-rel 6:1-ARG1=Theme 8:2-ARGM-PRP 
",Needing
DeepBank1.1/21830002,175,"nw/wsj/18/wsj_1830.parse 1 6 gold try-v 61 Attempt try.01 null ----- 0:1-ARGM-PRP 3:1*7:1-ARG0=Agent 6:0-rel 7:2-ARG1=Theme 
",Attempt
DeepBank1.1/21830004,239,"nw/wsj/18/wsj_1830.parse 3 1 gold try-v 61 Attempt try.01 null ----- 0:1*2:1-ARG0=Agent 1:0-rel 2:2-ARG1=Theme 
",Attempt
DeepBank1.1/21830005,408,"nw/wsj/18/wsj_1830.parse 4 4 gold help-v 72-1 Assistance help.01 null ----- 0:2-ARG0=Agent;Helper 4:0-rel 5:2-ARG1=Theme;Goal/Focal_entity 
",Assistance
DeepBank1.1/21830009,737,"nw/wsj/18/wsj_1830.parse 8 43 gold tell-v 37.2-1 Evidence tell.01 null ----- 41:1*44:1-ARG1=Topic 42:1-ARG0=Agent 43:0-rel 45:1-ARGM-ADV 
",Evidence
DeepBank1.1/21830010,374,"nw/wsj/18/wsj_1830.parse 9 3 gold ask-v 37.1.2 Questioning ask.01 null ----- 0:1-ARGM-TMP 1:1-ARG0=Agent;Speaker 2:0-ARGM-MOD 3:0-rel 4:2-ARG1=Topic;Message 
",Questioning
DeepBank1.1/21830011,175,"nw/wsj/18/wsj_1830.parse 10 4 gold lie-v 47.6 Being_located lie.01 null ----- 0:2-ARG1=Theme 4:0-rel 5:1-ARG2=Location 
",Being_located
DeepBank1.1/21830012,506,"nw/wsj/18/wsj_1830.parse 11 13 gold inspect-v 35.4 Inspecting inspect.01 1 ----- 6:1*9:1*10:1-ARG0=Agent 13:0-rel 17:2-ARG1=Location 21:2-ARGM-ADV 6:1*9:1-LINK-SLC 
",Inspecting
DeepBank1.1/21830013,699,"nw/wsj/18/wsj_1830.parse 12 14 gold flock-v 47.5.2 Mass_motion flock.02 1 ----- 2:2*12:1*13:1-ARG0=Agent 14:0-rel 15:1-ARG1=Theme;Mass_theme 2:2*12:1-LINK-SLC 
",Mass_motion
DeepBank1.1/21830021,286,"nw/wsj/18/wsj_1830.parse 20 1 gold carry-v 11.4 Bringing carry.01 null ----- 0:1-ARG0=Agent 1:0-rel 2:2-ARG1=Theme 
",Bringing
DeepBank1.1/21830024,163,"nw/wsj/18/wsj_1830.parse 23 2 gold claim-v 37.7-1 Statement claim.01 null ----- 0:1-ARG0=Agent;Speaker 2:0-rel 3:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/21830026,372,"nw/wsj/18/wsj_1830.parse 25 18 gold follow-v 51.6 Cotheme follow.02 null ----- 16:1*19:1-ARG1=Theme;Cotheme 18:0-rel 
",Cotheme
DeepBank1.1/21830029,103,"nw/wsj/18/wsj_1830.parse 28 3 gold buy-v 13.5.1 Commerce_buy buy.01 null ----- 0:1-ARG0=Agent;Buyer 2:0-ARGM-NEG 3:0-rel 4:1-ARG1=Theme;Goods 
",Commerce_buy
DeepBank1.1/21830030,540,"nw/wsj/18/wsj_1830.parse 29 13 gold follow-v 51.6 Cotheme follow.02 null ----- 1:2-ARGM-ADV 9:1-ARG0=Agent;Theme 11:0-ARGM-NEG 12:1-ARGM-TMP 13:0-rel 14:1-ARG1=Theme;Cotheme 
",Cotheme
DeepBank1.1/21830033,404,"nw/wsj/18/wsj_1830.parse 32 5 gold comment-v 37.11-1-1 Statement comment.01 1 ----- 0:1*3:1-ARG0=Agent;Speaker 5:0-rel 
",Statement
